state,year,crime_group,crime_subgroup,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,source_dataset
West Bengal,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,89.0,401,auto_theft
Andhra Pradesh,2001,AT3-Buses,3. Buses,0.0,3.0,5,auto_theft
Arunachal Pradesh,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Bihar,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chandigarh,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2001,AT3-Buses,3. Buses,,14.0,37,auto_theft
Gujarat,2001,AT3-Buses,3. Buses,1.0,3.0,3,auto_theft
Haryana,2001,AT3-Buses,3. Buses,0.0,7.0,12,auto_theft
Himachal Pradesh,2001,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Jammu & Kashmir,2001,AT3-Buses,3. Buses,0.0,1.0,4,auto_theft
Jharkhand,2001,AT3-Buses,3. Buses,1.0,1.0,2,auto_theft
Karnataka,2001,AT3-Buses,3. Buses,1.0,4.0,5,auto_theft
Kerala,2001,AT3-Buses,3. Buses,,25.0,42,auto_theft
Madhya Pradesh,2001,AT3-Buses,3. Buses,,,4,auto_theft
Maharashtra,2001,AT3-Buses,3. Buses,3.0,7.0,11,auto_theft
Meghalaya,2001,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Mizoram,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2001,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2001,AT3-Buses,3. Buses,1.0,7.0,23,auto_theft
Rajasthan,2001,AT3-Buses,3. Buses,,32.0,41,auto_theft
Tamil Nadu,2001,AT3-Buses,3. Buses,0.0,7.0,8,auto_theft
Uttar Pradesh,2001,AT3-Buses,3. Buses,,6.0,17,auto_theft
Uttarakhand,2001,AT3-Buses,3. Buses,,1.0,1,auto_theft
West Bengal,2001,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Andhra Pradesh,2002,AT3-Buses,3. Buses,0.0,5.0,5,auto_theft
Assam,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Bihar,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Daman & Diu,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2002,AT3-Buses,3. Buses,4.0,10.0,27,auto_theft
Goa,2002,AT3-Buses,3. Buses,,1.0,1,auto_theft
Gujarat,2002,AT3-Buses,3. Buses,1.0,4.0,36,auto_theft
Haryana,2002,AT3-Buses,3. Buses,0.0,11.0,16,auto_theft
Himachal Pradesh,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jammu & Kashmir,2002,AT3-Buses,3. Buses,0.0,5.0,5,auto_theft
Karnataka,2002,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Kerala,2002,AT3-Buses,3. Buses,2.0,10.0,19,auto_theft
Madhya Pradesh,2002,AT3-Buses,3. Buses,0.0,9.0,15,auto_theft
Maharashtra,2002,AT3-Buses,3. Buses,1.0,6.0,13,auto_theft
Meghalaya,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2002,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2002,AT3-Buses,3. Buses,1.0,5.0,5,auto_theft
Rajasthan,2002,AT3-Buses,3. Buses,,22.0,29,auto_theft
Tamil Nadu,2002,AT3-Buses,3. Buses,0.0,1.0,2,auto_theft
Uttar Pradesh,2002,AT3-Buses,3. Buses,1.0,19.0,25,auto_theft
West Bengal,2002,AT3-Buses,3. Buses,0.0,0.0,8,auto_theft
Andhra Pradesh,2003,AT3-Buses,3. Buses,0.0,4.0,6,auto_theft
Arunachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Bihar,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chandigarh,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Daman & Diu,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2003,AT3-Buses,3. Buses,1.0,5.0,18,auto_theft
Gujarat,2003,AT3-Buses,3. Buses,2.0,4.0,36,auto_theft
Haryana,2003,AT3-Buses,3. Buses,2.0,20.0,32,auto_theft
Himachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jammu & Kashmir,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jharkhand,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Karnataka,2003,AT3-Buses,3. Buses,0.0,2.0,4,auto_theft
Kerala,2003,AT3-Buses,3. Buses,,2.0,4,auto_theft
Maharashtra,2003,AT3-Buses,3. Buses,1.0,5.0,15,auto_theft
Meghalaya,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2003,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2003,AT3-Buses,3. Buses,1.0,9.0,17,auto_theft
Rajasthan,2003,AT3-Buses,3. Buses,0.0,24.0,38,auto_theft
Tamil Nadu,2003,AT3-Buses,3. Buses,0.0,2.0,2,auto_theft
Uttar Pradesh,2003,AT3-Buses,3. Buses,2.0,19.0,34,auto_theft
West Bengal,2003,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Andhra Pradesh,2004,AT3-Buses,3. Buses,2.0,6.0,15,auto_theft
Arunachal Pradesh,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2004,AT3-Buses,3. Buses,,4.0,21,auto_theft
Bihar,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chandigarh,2004,AT3-Buses,3. Buses,0.0,1.0,2,auto_theft
Chhattisgarh,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2004,AT3-Buses,3. Buses,2.0,3.0,10,auto_theft
Gujarat,2004,AT3-Buses,3. Buses,1.0,24.0,46,auto_theft
Haryana,2004,AT3-Buses,3. Buses,,2.0,2,auto_theft
Himachal Pradesh,2004,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Karnataka,2004,AT3-Buses,3. Buses,1.0,9.0,12,auto_theft
Kerala,2004,AT3-Buses,3. Buses,,4.0,4,auto_theft
Madhya Pradesh,2004,AT3-Buses,3. Buses,0.0,2.0,7,auto_theft
Maharashtra,2004,AT3-Buses,3. Buses,0.0,9.0,21,auto_theft
Manipur,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2004,AT3-Buses,3. Buses,0.0,2.0,35,auto_theft
Puducherry,2004,AT3-Buses,3. Buses,,1.0,1,auto_theft
Punjab,2004,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Rajasthan,2004,AT3-Buses,3. Buses,,11.0,12,auto_theft
Sikkim,2004,AT3-Buses,3. Buses,,0.0,0,auto_theft
Tamil Nadu,2004,AT3-Buses,3. Buses,2.0,2.0,2,auto_theft
Uttar Pradesh,2004,AT3-Buses,3. Buses,,14.0,24,auto_theft
Uttarakhand,2004,AT3-Buses,3. Buses,,1.0,1,auto_theft
West Bengal,2004,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Andhra Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Arunachal Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2005,AT3-Buses,3. Buses,0.0,6.0,1,auto_theft
Bihar,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chandigarh,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2005,AT3-Buses,3. Buses,,4.0,7,auto_theft
Gujarat,2005,AT3-Buses,3. Buses,0.0,24.0,55,auto_theft
Haryana,2005,AT3-Buses,3. Buses,0.0,9.0,13,auto_theft
Himachal Pradesh,2005,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Jammu & Kashmir,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jharkhand,2005,AT3-Buses,3. Buses,0.0,0.0,2,auto_theft
Karnataka,2005,AT3-Buses,3. Buses,0.0,2.0,4,auto_theft
Kerala,2005,AT3-Buses,3. Buses,,11.0,24,auto_theft
Madhya Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Maharashtra,2005,AT3-Buses,3. Buses,3.0,10.0,13,auto_theft
Manipur,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2005,AT3-Buses,3. Buses,0.0,5.0,4,auto_theft
Rajasthan,2005,AT3-Buses,3. Buses,,11.0,25,auto_theft
Tamil Nadu,2005,AT3-Buses,3. Buses,1.0,1.0,1,auto_theft
Uttar Pradesh,2005,AT3-Buses,3. Buses,0.0,30.0,72,auto_theft
West Bengal,2005,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Andhra Pradesh,2006,AT3-Buses,3. Buses,2.0,14.0,24,auto_theft
Arunachal Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2006,AT3-Buses,3. Buses,0.0,4.0,4,auto_theft
Bihar,2006,AT3-Buses,3. Buses,0.0,0.0,2,auto_theft
Chandigarh,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2006,AT3-Buses,3. Buses,0.0,18.0,28,auto_theft
Delhi,2006,AT3-Buses,3. Buses,,1.0,5,auto_theft
Gujarat,2006,AT3-Buses,3. Buses,1.0,3.0,8,auto_theft
Haryana,2006,AT3-Buses,3. Buses,,10.0,14,auto_theft
Himachal Pradesh,2006,AT3-Buses,3. Buses,3.0,3.0,3,auto_theft
Jammu & Kashmir,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jharkhand,2006,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Karnataka,2006,AT3-Buses,3. Buses,0.0,4.0,15,auto_theft
Kerala,2006,AT3-Buses,3. Buses,,6.0,15,auto_theft
Madhya Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Maharashtra,2006,AT3-Buses,3. Buses,7.0,20.0,46,auto_theft
Manipur,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2006,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Nagaland,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2006,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2006,AT3-Buses,3. Buses,,2.0,2,auto_theft
Rajasthan,2006,AT3-Buses,3. Buses,,12.0,24,auto_theft
Uttar Pradesh,2006,AT3-Buses,3. Buses,0.0,36.0,68,auto_theft
West Bengal,2006,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Andhra Pradesh,2007,AT3-Buses,3. Buses,0.0,2.0,2,auto_theft
Arunachal Pradesh,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2007,AT3-Buses,3. Buses,0.0,6.0,8,auto_theft
Bihar,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chandigarh,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2007,AT3-Buses,3. Buses,,2.0,10,auto_theft
Gujarat,2007,AT3-Buses,3. Buses,5.0,10.0,22,auto_theft
Haryana,2007,AT3-Buses,3. Buses,2.0,5.0,7,auto_theft
Himachal Pradesh,2007,AT3-Buses,3. Buses,2.0,9.0,17,auto_theft
Jammu & Kashmir,2007,AT3-Buses,3. Buses,0.0,2.0,5,auto_theft
Karnataka,2007,AT3-Buses,3. Buses,1.0,13.0,25,auto_theft
Kerala,2007,AT3-Buses,3. Buses,,7.0,10,auto_theft
Madhya Pradesh,2007,AT3-Buses,3. Buses,8.0,19.0,24,auto_theft
Maharashtra,2007,AT3-Buses,3. Buses,1.0,7.0,28,auto_theft
Manipur,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2007,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2007,AT3-Buses,3. Buses,2.0,4.0,5,auto_theft
Rajasthan,2007,AT3-Buses,3. Buses,,11.0,13,auto_theft
Tamil Nadu,2007,AT3-Buses,3. Buses,2.0,3.0,3,auto_theft
Uttar Pradesh,2007,AT3-Buses,3. Buses,,23.0,51,auto_theft
West Bengal,2007,AT3-Buses,3. Buses,0.0,2.0,2,auto_theft
Andaman & Nicobar Islands,2008,AT3-Buses,3. Buses,,1.0,1,auto_theft
Andhra Pradesh,2008,AT3-Buses,3. Buses,0.0,3.0,3,auto_theft
Arunachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2008,AT3-Buses,3. Buses,0.0,2.0,4,auto_theft
Bihar,2008,AT3-Buses,3. Buses,0.0,0.0,2,auto_theft
Chandigarh,2008,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Chhattisgarh,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2008,AT3-Buses,3. Buses,,1.0,8,auto_theft
Goa,2008,AT3-Buses,3. Buses,,1.0,1,auto_theft
Gujarat,2008,AT3-Buses,3. Buses,8.0,10.0,21,auto_theft
Haryana,2008,AT3-Buses,3. Buses,1.0,7.0,8,auto_theft
Himachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jammu & Kashmir,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jharkhand,2008,AT3-Buses,3. Buses,,,1,auto_theft
Karnataka,2008,AT3-Buses,3. Buses,1.0,3.0,4,auto_theft
Kerala,2008,AT3-Buses,3. Buses,,3.0,5,auto_theft
Maharashtra,2008,AT3-Buses,3. Buses,2.0,3.0,22,auto_theft
Manipur,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2008,AT3-Buses,3. Buses,,4.0,2,auto_theft
Rajasthan,2008,AT3-Buses,3. Buses,4.0,44.0,97,auto_theft
Tamil Nadu,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Uttar Pradesh,2008,AT3-Buses,3. Buses,,9.0,17,auto_theft
West Bengal,2008,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Andhra Pradesh,2009,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Arunachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2009,AT3-Buses,3. Buses,0.0,3.0,3,auto_theft
Bihar,2009,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Chandigarh,2009,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Chhattisgarh,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2009,AT3-Buses,3. Buses,1.0,,13,auto_theft
Goa,2009,AT3-Buses,3. Buses,1.0,,1,auto_theft
Gujarat,2009,AT3-Buses,3. Buses,3.0,6.0,11,auto_theft
Haryana,2009,AT3-Buses,3. Buses,1.0,6.0,6,auto_theft
Himachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jammu & Kashmir,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jharkhand,2009,AT3-Buses,3. Buses,,,1,auto_theft
Karnataka,2009,AT3-Buses,3. Buses,1.0,0.0,5,auto_theft
Kerala,2009,AT3-Buses,3. Buses,0.0,3.0,3,auto_theft
Madhya Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Maharashtra,2009,AT3-Buses,3. Buses,2.0,6.0,10,auto_theft
Manipur,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2009,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Punjab,2009,AT3-Buses,3. Buses,,1.0,1,auto_theft
Rajasthan,2009,AT3-Buses,3. Buses,,4.0,5,auto_theft
Tamil Nadu,2009,AT3-Buses,3. Buses,4.0,4.0,4,auto_theft
Tripura,2009,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Uttar Pradesh,2009,AT3-Buses,3. Buses,,6.0,20,auto_theft
West Bengal,2009,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Andhra Pradesh,2010,AT3-Buses,3. Buses,6.0,49.0,65,auto_theft
Arunachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Assam,2010,AT3-Buses,3. Buses,0.0,2.0,2,auto_theft
Chandigarh,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Chhattisgarh,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Delhi,2010,AT3-Buses,3. Buses,,1.0,6,auto_theft
Gujarat,2010,AT3-Buses,3. Buses,0.0,0.0,1,auto_theft
Haryana,2010,AT3-Buses,3. Buses,1.0,3.0,9,auto_theft
Himachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Jammu & Kashmir,2010,AT3-Buses,3. Buses,0.0,4.0,5,auto_theft
Jharkhand,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Karnataka,2010,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Kerala,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Maharashtra,2010,AT3-Buses,3. Buses,3.0,6.0,11,auto_theft
Manipur,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Meghalaya,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Mizoram,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Nagaland,2010,AT3-Buses,3. Buses,0.0,0.0,0,auto_theft
Odisha,2010,AT3-Buses,3. Buses,0.0,1.0,0,auto_theft
Punjab,2010,AT3-Buses,3. Buses,1.0,6.0,8,auto_theft
Rajasthan,2010,AT3-Buses,3. Buses,1.0,9.0,26,auto_theft
Tamil Nadu,2010,AT3-Buses,3. Buses,1.0,1.0,1,auto_theft
Uttar Pradesh,2010,AT3-Buses,3. Buses,0.0,5.0,10,auto_theft
Uttarakhand,2010,AT3-Buses,3. Buses,,1.0,1,auto_theft
West Bengal,2010,AT3-Buses,3. Buses,0.0,1.0,1,auto_theft
Andhra Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Arunachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Bihar,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,7,auto_theft
Chandigarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7,auto_theft
Chhattisgarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,8.0,8,auto_theft
Delhi,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,33.0,122,auto_theft
Goa,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,3,auto_theft
Gujarat,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,29.0,53,auto_theft
Haryana,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,57.0,71,auto_theft
Himachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,6.0,10,auto_theft
Jammu & Kashmir,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Jharkhand,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,2.0,8,auto_theft
Karnataka,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,23.0,65,auto_theft
Kerala,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,20.0,58,auto_theft
Madhya Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,19,auto_theft
Maharashtra,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),47.0,123.0,263,auto_theft
Meghalaya,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,8,auto_theft
Mizoram,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Nagaland,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Odisha,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6,auto_theft
Punjab,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,32.0,83,auto_theft
Rajasthan,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,35.0,71,auto_theft
Tamil Nadu,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,18.0,22,auto_theft
Uttar Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,11.0,29,auto_theft
Uttarakhand,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3.0,5,auto_theft
West Bengal,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,2,auto_theft
Andhra Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,7,auto_theft
Assam,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Bihar,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,9,auto_theft
Chandigarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3,auto_theft
Chhattisgarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3,auto_theft
Daman & Diu,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Delhi,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19.0,94.0,227,auto_theft
Goa,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4,auto_theft
Gujarat,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,17.0,45,auto_theft
Haryana,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,83.0,106,auto_theft
Himachal Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,12.0,20,auto_theft
Jammu & Kashmir,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,13.0,26,auto_theft
Karnataka,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7.0,23.0,40,auto_theft
Kerala,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,7.0,18,auto_theft
Madhya Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Maharashtra,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18.0,107.0,184,auto_theft
Meghalaya,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2,auto_theft
Nagaland,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,3,auto_theft
Odisha,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Punjab,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),41.0,51.0,80,auto_theft
Rajasthan,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,38.0,55,auto_theft
Tamil Nadu,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,15.0,20,auto_theft
