state,year,crime_group,crime_subgroup,cases_stolen,value_stolen,cases_recovered,value_recovered,source_dataset
Karnataka,2007,Total Property,7. Total Property Stolen & Recovered,22130,1238690783,9429,334206596,property_stolen_and_recovered
Kerala,2007,Total Property,7. Total Property Stolen & Recovered,12938,1538477397,3763,132700991,property_stolen_and_recovered
Madhya Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,36934,959574841,13069,424700650,property_stolen_and_recovered
Maharashtra,2007,Total Property,7. Total Property Stolen & Recovered,71909,10224489784,25106,1462054517,property_stolen_and_recovered
Manipur,2007,Total Property,7. Total Property Stolen & Recovered,893,114393817,24,1125910,property_stolen_and_recovered
Meghalaya,2007,Total Property,7. Total Property Stolen & Recovered,862,33349690,331,8370357,property_stolen_and_recovered
Mizoram,2007,Total Property,7. Total Property Stolen & Recovered,1281,57842771,950,29277424,property_stolen_and_recovered
Nagaland,2007,Total Property,7. Total Property Stolen & Recovered,576,51881342,116,13297970,property_stolen_and_recovered
Odisha,2007,Total Property,7. Total Property Stolen & Recovered,12945,485922479,5667,125979222,property_stolen_and_recovered
Puducherry,2007,Total Property,7. Total Property Stolen & Recovered,891,29524932,419,12566834,property_stolen_and_recovered
Punjab,2007,Total Property,7. Total Property Stolen & Recovered,9213,830886540,5104,448320542,property_stolen_and_recovered
Rajasthan,2007,Total Property,7. Total Property Stolen & Recovered,25019,983019394,7725,567313354,property_stolen_and_recovered
Sikkim,2007,Total Property,7. Total Property Stolen & Recovered,214,10673509,73,3310680,property_stolen_and_recovered
Tamil Nadu,2007,Total Property,7. Total Property Stolen & Recovered,17875,680515631,15374,495527011,property_stolen_and_recovered
Tripura,2007,Total Property,7. Total Property Stolen & Recovered,744,51376269,132,5015325,property_stolen_and_recovered
Uttar Pradesh,2007,Total Property,7. Total Property Stolen & Recovered,26858,1259783227,9068,733279256,property_stolen_and_recovered
Uttarakhand,2007,Total Property,7. Total Property Stolen & Recovered,2185,103755889,780,33282046,property_stolen_and_recovered
West Bengal,2007,Total Property,7. Total Property Stolen & Recovered,17277,848181023,3568,138824494,property_stolen_and_recovered
Andaman & Nicobar Islands,2008,Total Property,7. Total Property Stolen & Recovered,232,12614678,112,3878055,property_stolen_and_recovered
Andhra Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,34242,1208118982,18274,560320881,property_stolen_and_recovered
Arunachal Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,871,88071518,401,24196386,property_stolen_and_recovered
Assam,2008,Total Property,7. Total Property Stolen & Recovered,13896,343487013,3857,76895325,property_stolen_and_recovered
Bihar,2008,Total Property,7. Total Property Stolen & Recovered,21324,464392646,3414,55371417,property_stolen_and_recovered
Chandigarh,2008,Total Property,7. Total Property Stolen & Recovered,2529,119337288,810,42022211,property_stolen_and_recovered
Chhattisgarh,2008,Total Property,7. Total Property Stolen & Recovered,11111,383749576,3671,131722842,property_stolen_and_recovered
Dadra & Nagar Haveli,2008,Total Property,7. Total Property Stolen & Recovered,138,37855040,66,7828080,property_stolen_and_recovered
Daman & Diu,2008,Total Property,7. Total Property Stolen & Recovered,107,46597505,31,4230400,property_stolen_and_recovered
Delhi,2008,Total Property,7. Total Property Stolen & Recovered,24583,3585385648,5674,100513072,property_stolen_and_recovered
Goa,2008,Total Property,7. Total Property Stolen & Recovered,1021,116536210,293,24414356,property_stolen_and_recovered
Gujarat,2008,Total Property,7. Total Property Stolen & Recovered,28840,2542202074,9316,401438417,property_stolen_and_recovered
Haryana,2008,Total Property,7. Total Property Stolen & Recovered,19382,964429164,7704,508379848,property_stolen_and_recovered
Himachal Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,2214,162707882,658,44637193,property_stolen_and_recovered
Jammu & Kashmir,2008,Total Property,7. Total Property Stolen & Recovered,3694,163989540,1098,61033622,property_stolen_and_recovered
Jharkhand,2008,Total Property,7. Total Property Stolen & Recovered,10132,359861979,1657,35320406,property_stolen_and_recovered
Karnataka,2008,Total Property,7. Total Property Stolen & Recovered,26727,1921058853,8160,609152500,property_stolen_and_recovered
Kerala,2008,Total Property,7. Total Property Stolen & Recovered,12318,2577732881,3879,139104039,property_stolen_and_recovered
Lakshadweep,2008,Total Property,7. Total Property Stolen & Recovered,11,244000,3,99000,property_stolen_and_recovered
Madhya Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,39064,1090769341,13504,334055917,property_stolen_and_recovered
Maharashtra,2008,Total Property,7. Total Property Stolen & Recovered,78569,15469344396,26935,1344884834,property_stolen_and_recovered
Manipur,2008,Total Property,7. Total Property Stolen & Recovered,910,107265774,29,1988250,property_stolen_and_recovered
Meghalaya,2008,Total Property,7. Total Property Stolen & Recovered,1238,79852320,296,8349971,property_stolen_and_recovered
Mizoram,2008,Total Property,7. Total Property Stolen & Recovered,1154,29367749,893,21015932,property_stolen_and_recovered
Nagaland,2008,Total Property,7. Total Property Stolen & Recovered,563,419727342,80,3743186,property_stolen_and_recovered
Odisha,2008,Total Property,7. Total Property Stolen & Recovered,12182,560367972,5905,175265891,property_stolen_and_recovered
Puducherry,2008,Total Property,7. Total Property Stolen & Recovered,813,30018652,375,15247896,property_stolen_and_recovered
Punjab,2008,Total Property,7. Total Property Stolen & Recovered,9642,845629659,5702,507056563,property_stolen_and_recovered
Rajasthan,2008,Total Property,7. Total Property Stolen & Recovered,24813,1049255128,7409,590556997,property_stolen_and_recovered
Sikkim,2008,Total Property,7. Total Property Stolen & Recovered,222,164361102,76,4275311,property_stolen_and_recovered
Tamil Nadu,2008,Total Property,7. Total Property Stolen & Recovered,19918,679476182,16221,495235732,property_stolen_and_recovered
Tripura,2008,Total Property,7. Total Property Stolen & Recovered,902,49011382,307,3145635,property_stolen_and_recovered
Uttar Pradesh,2008,Total Property,7. Total Property Stolen & Recovered,29291,1820103969,9846,1161786732,property_stolen_and_recovered
Uttarakhand,2008,Total Property,7. Total Property Stolen & Recovered,2033,109696729,759,32982620,property_stolen_and_recovered
West Bengal,2008,Total Property,7. Total Property Stolen & Recovered,21809,926940952,4109,151338168,property_stolen_and_recovered
Andaman & Nicobar Islands,2009,Total Property,7. Total Property Stolen & Recovered,238,10328590,106,6081185,property_stolen_and_recovered
Andhra Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,33162,1399488392,17384,637818133,property_stolen_and_recovered
Arunachal Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,715,246090594,327,168882335,property_stolen_and_recovered
Assam,2009,Total Property,7. Total Property Stolen & Recovered,13289,525464095,3171,144813019,property_stolen_and_recovered
Bihar,2009,Total Property,7. Total Property Stolen & Recovered,23314,507723195,3400,72473571,property_stolen_and_recovered
Chandigarh,2009,Total Property,7. Total Property Stolen & Recovered,2275,108099228,669,26839645,property_stolen_and_recovered
Chhattisgarh,2009,Total Property,7. Total Property Stolen & Recovered,10776,414738010,3792,144046856,property_stolen_and_recovered
Dadra & Nagar Haveli,2009,Total Property,7. Total Property Stolen & Recovered,154,53048623,62,10178408,property_stolen_and_recovered
Daman & Diu,2009,Total Property,7. Total Property Stolen & Recovered,84,13412092,19,4521340,property_stolen_and_recovered
Delhi,2009,Total Property,7. Total Property Stolen & Recovered,26693,7785717012,6367,244579475,property_stolen_and_recovered
Goa,2009,Total Property,7. Total Property Stolen & Recovered,1242,656580967,319,26756962,property_stolen_and_recovered
Gujarat,2009,Total Property,7. Total Property Stolen & Recovered,27407,2731563586,8487,483489012,property_stolen_and_recovered
Haryana,2009,Total Property,7. Total Property Stolen & Recovered,19595,990054398,7569,482839759,property_stolen_and_recovered
Himachal Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,1804,327419480,536,43091787,property_stolen_and_recovered
Jammu & Kashmir,2009,Total Property,7. Total Property Stolen & Recovered,4341,214105545,1522,85958912,property_stolen_and_recovered
Jharkhand,2009,Total Property,7. Total Property Stolen & Recovered,10989,317553840,1953,50457871,property_stolen_and_recovered
Karnataka,2009,Total Property,7. Total Property Stolen & Recovered,30575,2511469442,8933,873516628,property_stolen_and_recovered
Kerala,2009,Total Property,7. Total Property Stolen & Recovered,11943,2812836460,4479,384303742,property_stolen_and_recovered
Lakshadweep,2009,Total Property,7. Total Property Stolen & Recovered,58,3077000,11,300000,property_stolen_and_recovered
Madhya Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,37513,1101317559,12714,431865921,property_stolen_and_recovered
Maharashtra,2009,Total Property,7. Total Property Stolen & Recovered,77240,12613758173,26097,1352937107,property_stolen_and_recovered
Manipur,2009,Total Property,7. Total Property Stolen & Recovered,698,119195331,33,48045570,property_stolen_and_recovered
Meghalaya,2009,Total Property,7. Total Property Stolen & Recovered,895,53628510,201,9579430,property_stolen_and_recovered
Mizoram,2009,Total Property,7. Total Property Stolen & Recovered,1213,151610184,820,42121387,property_stolen_and_recovered
Nagaland,2009,Total Property,7. Total Property Stolen & Recovered,770,736004694,88,21476025,property_stolen_and_recovered
Odisha,2009,Total Property,7. Total Property Stolen & Recovered,12250,2775976092,4873,221987559,property_stolen_and_recovered
Puducherry,2009,Total Property,7. Total Property Stolen & Recovered,807,29088679,484,17989480,property_stolen_and_recovered
Punjab,2009,Total Property,7. Total Property Stolen & Recovered,9626,872707482,5297,551202680,property_stolen_and_recovered
Rajasthan,2009,Total Property,7. Total Property Stolen & Recovered,18178,1475572408,4519,814204198,property_stolen_and_recovered
Sikkim,2009,Total Property,7. Total Property Stolen & Recovered,163,11445805,54,1992410,property_stolen_and_recovered
Tamil Nadu,2009,Total Property,7. Total Property Stolen & Recovered,21489,894346136,16645,593385049,property_stolen_and_recovered
Tripura,2009,Total Property,7. Total Property Stolen & Recovered,826,55631705,242,7188915,property_stolen_and_recovered
Uttar Pradesh,2009,Total Property,7. Total Property Stolen & Recovered,32243,1240903869,8588,501281580,property_stolen_and_recovered
Uttarakhand,2009,Total Property,7. Total Property Stolen & Recovered,1791,94997882,836,31904184,property_stolen_and_recovered
West Bengal,2009,Total Property,7. Total Property Stolen & Recovered,21586,1095102416,4801,223031097,property_stolen_and_recovered
Andaman & Nicobar Islands,2010,Total Property,7. Total Property Stolen & Recovered,219,8005476,90,1877591,property_stolen_and_recovered
Andhra Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,36407,1533054566,19848,725079668,property_stolen_and_recovered
Arunachal Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,831,194577564,287,41183072,property_stolen_and_recovered
Assam,2010,Total Property,7. Total Property Stolen & Recovered,13694,424234339,1974,104395362,property_stolen_and_recovered
Bihar,2010,Total Property,7. Total Property Stolen & Recovered,22727,547924668,3180,74962835,property_stolen_and_recovered
Chandigarh,2010,Total Property,7. Total Property Stolen & Recovered,2055,120437559,725,52203913,property_stolen_and_recovered
Chhattisgarh,2010,Total Property,7. Total Property Stolen & Recovered,10569,472964216,3623,136704392,property_stolen_and_recovered
Dadra & Nagar Haveli,2010,Total Property,7. Total Property Stolen & Recovered,123,29755928,51,4187591,property_stolen_and_recovered
Daman & Diu,2010,Total Property,7. Total Property Stolen & Recovered,85,14016402,32,5469085,property_stolen_and_recovered
Delhi,2010,Total Property,7. Total Property Stolen & Recovered,28118,4195381977,6500,201822779,property_stolen_and_recovered
Goa,2010,Total Property,7. Total Property Stolen & Recovered,1483,231265838,434,23233792,property_stolen_and_recovered
Gujarat,2010,Total Property,7. Total Property Stolen & Recovered,23839,3496820849,7689,472276132,property_stolen_and_recovered
Haryana,2010,Total Property,7. Total Property Stolen & Recovered,23549,1247668627,8106,659378421,property_stolen_and_recovered
Himachal Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,1709,190373429,539,60928343,property_stolen_and_recovered
Jammu & Kashmir,2010,Total Property,7. Total Property Stolen & Recovered,3978,226297520,1351,97683758,property_stolen_and_recovered
Jharkhand,2010,Total Property,7. Total Property Stolen & Recovered,10318,472956236,2153,63504472,property_stolen_and_recovered
Karnataka,2010,Total Property,7. Total Property Stolen & Recovered,29717,2411483345,10293,999646710,property_stolen_and_recovered
Kerala,2010,Total Property,7. Total Property Stolen & Recovered,9982,2685755183,3914,200163315,property_stolen_and_recovered
Lakshadweep,2010,Total Property,7. Total Property Stolen & Recovered,7,43000,3,22000,property_stolen_and_recovered
Madhya Pradesh,2010,Total Property,7. Total Property Stolen & Recovered,34358,8265789122,11549,7470011363,property_stolen_and_recovered
Maharashtra,2010,Total Property,7. Total Property Stolen & Recovered,80663,23776254525,27960,2337827896,property_stolen_and_recovered
Manipur,2010,Total Property,7. Total Property Stolen & Recovered,665,92424968,37,1728760,property_stolen_and_recovered
Meghalaya,2010,Total Property,7. Total Property Stolen & Recovered,952,61353634,232,10255264,property_stolen_and_recovered
Mizoram,2010,Total Property,7. Total Property Stolen & Recovered,1371,49795319,1112,25117966,property_stolen_and_recovered
